id,question,title,text,answer,label
5f3912bf565a46898215a758374a07e0,Ai là chủ tịch tập đoàn Hòa Phát,Ai là chủ tịch tập đoàn Hòa Phát,"Từ năm 1992 đến năm 1996 , ông Long giữ vai trò Chủ tịch HĐTV Công ty TNHH thiết bị phụ tùng Hoà Phát . Năm 1996 , công ty chuyển hướng kinh doanh thép , ông Long trở thành Chủ tịch HĐQT các công ty thuộc nhóm Hoà Phát . Từ năm 2005 đến nay , ông Long gắn bó với chức vụ Chủ tịch HĐQT Công ty cổ phần Tập đoàn Hoà Phát .",Long,False
d48a2309d1aa48d8ac134c71766818bc,Ai là chủ tịch tập đoàn Hòa Phát,Ai là chủ tịch tập đoàn Hòa Phát,Doanh thu hàng năm của Tập đoàn Hoà Phát đạt khoảng 900 triệu USD . [ cần dẫn nguồn ] Chủ tịch Hội đồng Quản trị Tập đoàn hiện nay là ông Trần Đình Long . [ cần dẫn nguồn ],Trần Đình Long,False
58b5659e52f54723a011a0796a7dd97d,Ai là chủ tịch tập đoàn Hòa Phát,Ai là chủ tịch tập đoàn Hòa Phát,"Chia sẻ với VnExpress sau khi được Forbes công nhận là tỷ phú USD với 1,3 tỷ USD tài sản , ông Trần Đình Long - Chủ tịch HĐQT Tập đoàn Hoà Phát , thú nhận đã lâu không làm việc để vì mục tiêu kiếm một con số cụ thể bao nhiêu tiền trong ngày .",Trần Đình Long,False
5a1d1cb3287a4d78851c63b93918227d,Ai là chủ tịch tập đoàn Hòa Phát,Ai là chủ tịch tập đoàn Hòa Phát,"“ Vài năm nay , mọi người nhìn thép rất xấu , nhưng thép vẫn được coi là bánh mì của công nghiệp và tại những nước công nghiệp hoá mới như chúng ta , nhu cầu thép vẫn còn tăng ” , đó là chia sẻ chân tình của ông Trần Đình Long , Chủ tịch HĐQT Tập đoàn Hoà Phát khi nói về những mối quan tâm của dư luận thời gian gần đây trước những biến động lớn trong ngành thép lẫn tương lai của ngành này tại Việt Nam .",Trần Đình Long,False
eaeb299f46ff49cbb36d9cfbc0ba36da,Ai là chủ tịch tập đoàn Hòa Phát,Ai là chủ tịch tập đoàn Hòa Phát,"Doanh nhân , CT HĐQT tập đoàn Hoà Phát Trần Đình Long",Trần Đình Long,False
577278883703489f8c56dab628b98f0d,Bài kiểm tra IQ đầu tiên do ai phát triển?,Bài kiểm tra IQ đầu tiên do ai phát triển?,"Bài kiểm tra đầu tiên do nhà tâm lý học Pháp Alfred Binet nghiên cứu phát triển , dưới yêu cầu của chính phủ Pháp để tìm ra những học sinh sẽ gặp phải nhiều khó khăn nhất khi theo học tại trường . Kết quả của nghiên cứu này đã tạo nên thang Binet-Simon vào năm 1905 , và đến nay thang này vẫn được coi là nền tảng của những bài kiểm tra IQ hiện đại . Tuy nhiên chính bản thân Binet lại cho rằng , những bài kiểm tra IQ không có đủ khả năng để đánh giá trí thông minh của con người - khi đã bỏ qua kỹ năng sáng tạo hay trí tuệ cảm xúc .",NaN,True
7017180be5534c86b88b870249670fe5,Bài kiểm tra IQ đầu tiên do ai phát triển?,Bài kiểm tra IQ đầu tiên do ai phát triển?,"Lần đầu tiên , chỉ số IQ được sử dụng ở Pháp vào đầu thế kỷ 20 khi người ta muốn khắc phục những khó khăn của trẻ lúc bắt đầu đi học . Tiếp đó , bài kiểm tra trắc nghiệm IQ được coi là hoàn chỉnh nhất của chuyên gia Hans Aizenk . Bài trắc nghiệm trở nên vô cùng phổ biến tại châu Âu trong những năm 1950 .",NaN,True
711694c233d34850afddf55327c8b062,Bài kiểm tra IQ đầu tiên do ai phát triển?,Bài kiểm tra IQ đầu tiên do ai phát triển?,"Đầu những năm 1900 , hàng tá bài kiểm tra trí thông minh đã ra đời ở châu Âu và Mỹ , với mục đích tạo cách thức công bằng để đo lường khả năng nhận thức của một người . Bài kiểm tra đầu tiên trong số này được phát triển bởi nhà tâm lý học Alfred Binet , người được chính phủ Pháp uỷ nhiệm để xác định những học sinh gặp nhiều khó khăn nhất ở trường .",Alfred Binet,False
d7173237dfcc409b98030d1ae7f1b3a9,Bài kiểm tra IQ đầu tiên do ai phát triển?,Bài kiểm tra IQ đầu tiên do ai phát triển?,"Cặp đôi tỷ phú Ấn Độ lộng lẫy cùng các khách mời đại gia vào đêm tiệc "" Pink Party "" đầu tiên ở Phú Quốc",NaN,True
3238409bf80e4771af821cd7d568977c,Tên thật của chúa Sãi là gì ?,Tên thật của chúa Sãi là gì ?,"Nguyễn Phúc Nguyên ( Chúa Sãi , 1613-1635 ) Nguyễn Hoàng sắp mất , gọi con thứ 6 là Nguyễn Phúc Nguyên vào dặn dò : Đất Thuận - Quảng này phía bắc thì có núi Hoành Sơn , sông Linh Giang , phía nam thì có núi Hải Vân và núi Bi Sơn thật là nơi trời để cho người anh hùng dụng võ . Vậy con phải thương yêu nhân dân , luyện tập binh sĩ mới gây dựng cơ nghiệp muôn đời . Nguyễn Phúc Nguyên khóc và bái tạ lãnh mạng .",Nguyễn Phúc Nguyên,False
4c67009c42de44eea52cb28293649c70,Tên thật của chúa Sãi là gì ?,Tên thật của chúa Sãi là gì ?,"Thật là hoàn toàn trái ngược với vua Trung Hoa , ông này sợ tất cả , đóng cửa không cho người ngoại quốc vào và không cho phép buôn bán trong nước ông ” . Cần nhớ là câu chuyện mà Borri kể diễn ra hơn 100 năm trước khi ông tổ của học thuyết kinh tế thị trường Adam Smith ra đời ( 1723 ) và 155 năm trước khi cuốn The Wealth of Nations ( Của cải của các quốc gia ) của Adam Smith được xuất bản ở phương Tây với luận điểm “ bàn tay vô hình ” nổi tiếng . Có thể nói tư tưởng tự do kinh doanh , tự do thương mại ( laissez-faire ) hàm chứa trong thiết chế Nhà nước ở Việt Nam bắt đầu từ Chúa Sãi , từ đó tạo thành truyền thống hàng trăm năm .",NaN,True
e90b562cab8147c4b91261cca40739f8,Tên thật của chúa Sãi là gì ?,Tên thật của chúa Sãi là gì ?,"Công chúa Ngọc Vạn , tên thật là Nguyễn Phúc Ngọc Vạn , hiện vẫn không rõ năm sinh , năm mất . Các nhà sử học phán đoán , có thể nàng sinh khoảng năm 1605 và mất sau năm 1658 .",NaN,True
1c1c64c61edb490dab448f6d76329da7,Tên thật của chúa Sãi là gì ?,Tên thật của chúa Sãi là gì ?,"Ngay từ khi còn nhỏ ông đã tỏ ra là bậc thông minh , tài trí hơn người , và chữ “ Phúc ” trong tên của ông có ẩn chứa mong muốn của mẫu thân , rằng ông sẽ tạo phúc cho muôn dân . Trước khi Nguyễn Hoàng qua đời , đã căn dặn người con kế nghiệp này : “ Nếu Bắc tiến được thì tốt nhất , bằng không giữ vững đất Thuận Quảng và mở mang bờ cõi về phía nam . Đất Thuận Quảng này phía bắc có núi Hoành Sơn , sông Linh Giang , phía Nam có núi Hải Vân và Bi Sơn , thật là đất của người anh hùng dụng võ .",NaN,True
e1c1de0e255f4487964255aff7650fb6,Tên thật của chúa Sãi là gì ?,Tên thật của chúa Sãi là gì ?,"Hơn nữa , chúa Đàng Trong không đóng cửa trước một quốc gia nào , ngài để cho tự do và mở cửa cho tất cả người ngoại quốc , người Hà Lan cũng tới như những người khác , cùng với tàu chở rất nhiều hàng hoá của họ ” . Borri còn khẳng định : “ Phương châm của người Đàng Trong là không bao giờ tỏ ra sợ một nước nào trên thế giới . Thật là hoàn toàn trái ngược với vua Trung Hoa , ông này sợ tất cả , đóng cửa không cho người ngoại quốc vào và không cho phép buôn bán trong nước ông ” .",NaN,True
50718c41dd174602b78d3c209aa20149,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,- Tổng thống Hàn Quốc Moon Jae-in sẽ tới Bình Nhưỡng vào tháng 9 tới để tiến hành hội nghị thượng đỉnh với nhà lãnh đạo Triều Tiên Kim Jong-un . Đây sẽ là chuyến thăm đầu tiên của một tổng thống Hàn Quốc tới Triều Tiên trong hơn 1 thập niên qua .,Moon Jae-in,False
25b3cc113acf438bb8e7ccc251580b3d,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,"Tổng thống Hàn Quốc tới Triều Tiên , ôm chặt nhà lãnh đạo Kim Jong Un tại sân bay",NaN,True
b4de3c4f43ae4725b9251779288d4ead,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,Trong bức thư được chính nhà lãnh đạo Triều Tiên Kim Jong-un viết và được người em gái Kim Yo-jong trao cho Tổng thống Hàn Quốc Moon Jae-in có lời mời nhà lãnh đạo Hàn Quốc tới thăm ...,NaN,True
4da9e34f132c40a0bd4178d6f8bc78e1,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,Moon Jae-in đắc cử tổng thống Hàn Quốc / Mỹ chúc mừng tổng thống đắc cử của Hàn Quốc,Moon Jae-in,False
b8715f3559674cd9a32dd625ac8b8abe,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,Ông Kim Jong-un nhận thư riêng của Tổng thống Hàn Quốc,NaN,True
c0e94c8f806440608347ebce15ccfed0,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,"Tổng thống Hàn Quốc Moon Jae-in : "" Đêm qua là 1 đêm không ngủ """,Moon Jae-in,False
8d207c062c584f139996181313b56742,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,Tù nhân Park Geun-hye phủ bóng bầu cử tổng thống Hàn Quốc,NaN,True
9b3dc29279744292a513f4fa360251de,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,Nhà lãnh đạo Triều Tiên Kim Jong Un và phu nhân đã ra tận cầu thang máy bay để đón Tổng thống Hàn Quốc Moon Jae-in khi ông lần đầu đặt chân tới Bình Nhưỡng .,Moon Jae-in,False
863c9842e346432d93728048d10d1c28,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,"Trái ngược với quan điểm phổ biến ở Mỹ , ông Moon Chung In , cố vấn đặc biệt của Tổng thống Hàn Quốc Moon Jae In , dành nhiều mỹ từ cho nhà lãnh đạo Kim Jong Un đồng thời nhấn mạnh “ không ...",Moon Jae In,False
ae50c8b709224039ace2d8d7066915cc,Tổng thống Hàn Quốc là ai,Tổng thống Hàn Quốc là ai,"Điện đàm với Tổng thống Hàn Quốc , ông Trump khẳng định tiếp tục đối thoại với Triều Tiên",NaN,True
b9f8a8feceec48f3a75c1e3c9516214f,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,Cảm nhận nhân vật Lục Vân Tiên trong đoạn trích Lục Vân Tiên cứu Kiều Nguyệt Nga của Nguyễn Đình Chiểu,NaN,True
3385a4290828485cbc903cbb09b41387,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,"Nguyễn Đình Chiểu là một nhà văn , nhà thơ tiêu biểu của nền văn học Việt Nam , thơ văn của ông không có sự chau chuốt , cầu kì về câu từ mà lại rất mộc mạc , dân dã gắn liền với đời sống của con người Nam Bộ . Vì vậy trong nền văn học của Việt Nam , đại thi hào Nguyễn Du nổi tiếng với kiệt tác truyện Kiều , đây là tác phẩm được đông đảo độc giả trong nước , cũng như độc giả nước ngoài đón nhận bởi câu từ mượt mà , văn phong khoa học , giàu giá trị nội dung cũng như tư tưởng thì văn chương của cụ Đồ Chiểu đã thâm nhập vào đời sống , trở thành một phần đời sống của người dân Nam Bộ , người ta đọc Truyện Lục Vân Tiên phẩm của ông quen thuộc như những bài đồng dao dân gian . Truyện Lục Vân Tiên nổi tiếng bởi chính chất mộc mạc , gần gũi ấy , trích đoạn "" Lục Vân Tiên cứu Kiều Nguyệt Nga "" cũng đã thể hiện được phần nào đặc trưng thơ văn của tác phẩm này .",NaN,True
ab36dfeabba84de8be7be7c1f6fdf020,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,"Trong tác phẩm Lục vân Tiên , tác giả Nguyễn Đình Chiểu đã dựng lên hình tượng một con người lí tưởng với những vẻ đẹp toàn diện , mà nổi bật lên trong những vẻ đẹp đó chính là tính chính nghĩa cao đẹp . Trong đoạn trích Lục Vân Tiên cứu Kiều Nguyệt Nga , tác giả Nguyễn Đình Chiểu đã tái hiện lại phẩm chất tốt đẹp đó qua hành động trừ bạo cho dân .",NaN,True
f3298affcc1c4063a75954cbe7edbc0d,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,Xem thêm : Lục Vân Tiên cứu Kiều Nguyệt Nga - Nguyễn Đình Chiểu,NaN,True
ce5dd41a704b4cc09bd908391ad1566e,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?,Các bài liên quan : - Lục Vân Tiên cứu Kiều Nguyệt Nga - Nguyễn Đình Chiểu,NaN,True
182c1980206f4f41b6a5e9299552c31d,Ai là tổng thống Philippines,Ai là tổng thống Philippines,"Tổng thống Philippines gọi ông Barack Obama , EU là "" ngu ngốc """,NaN,True
4b3d98376bb74c1bbd6d16f867446641,Ai là tổng thống Philippines,Ai là tổng thống Philippines,Duterte thách quân đội đảo chính Rodrigo Duterte Philippines quân đội Philippines tổng thống Philippines đảo chính,NaN,True
3edc87807e8f4b9db31c7490de0390f9,Ai là tổng thống Philippines,Ai là tổng thống Philippines,"Nhà Trắng ngày 29/4 cho biết , Tổng thống Mỹ Donald Trump đã mời Tổng thống Philippines Rodrigo Duterte tới thăm Mỹ .",Rodrigo Duterte,False
67f944217a484468846a9f278057f168,Ai là tổng thống Philippines,Ai là tổng thống Philippines,"Tổng thống Philippines : Ông Obama "" có thể chết đi được rồi """,NaN,True
08845f0647fa4e0d9574f0544a37d9f2,Ai là tổng thống Philippines,Ai là tổng thống Philippines,"philippines , lực lượng an ninh , liên hiệp quốc , Ông Rodrigo Duterte ",NaN,True
b71c024af5f54ae2a0bbd9ca0bbe5a85,Ai là tổng thống Philippines,Ai là tổng thống Philippines,"Duterte , Tổng thống Philippines , bàn tay sắt , người dân nghèo Philippines",Duterte,False
02afa13c0486472595471e1494880312,Ai là tổng thống Philippines,Ai là tổng thống Philippines,Tổng thống Philippines Rodrigo Duterte hôm 4-10 bảo người đồng cấp Mỹ ông Barack Obama “ có thể đi chết được rồi ” và nói rằng Mỹ đã từ chối bán vũ khí cho Manila nhưng ông không quan ...,Rodrigo Duterte,False
7997e33e06cf44bb842da40a9d48ea66,Ai là tổng thống Philippines,Ai là tổng thống Philippines,"Tổng thống Philippines Rodrigo Duterte ngày 3.2 dùng tính năng phát trực tiếp trên Facebook , thông qua tài khoản của người vợ Honeylet Avancena .",Rodrigo Duterte,False
a2a1f601e1724600b732957cf7c67e8b,Ai là tổng thống Philippines,Ai là tổng thống Philippines,Từng chỉ trích ông Obama với những lời lẽ khá nặng nề nhưng Tổng thống Philippines Rodrigo Duterte lại rất quan tâm đến Tổng thống mới đắc cử của Mỹ - tỷ phú Donald Trump .,Rodrigo Duterte,False
4defe1b5ac8f4683940461e0954c184d,Ai là tổng thống Philippines,Ai là tổng thống Philippines,Tổng thống Philippines xin lỗi vì gọi ông Obama là “ tên khốn ”,NaN,True
46d65ac5dbe644eb8a1deacce7234ffc,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,"Với những khán giả yêu mến Mỹ Tâm , chắc hẳn còn nhớ hình ảnh ba mẹ Mỹ Tâm luôn sát cánh , ủng hộ cô trong mọi việc , xuất hiện trong từng thành công của con gái . Hoạ mi tóc nâu từng nói cô chịu ảnh hưởng từ mẹ là tính chịu thương , chịu khó , chân thành .",NaN,True
7b69c2f35cfa48f4bac3e9e663b33945,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,"Mỹ Tâm , Tóc Tiên lặng người với màn diễn hit của Wanbi Tuấn Anh",NaN,True
56a4d1ffc63c4b20b247fa44547ccaf1,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,"Đàm Vĩnh Hưng giật tay Mỹ Tâm , ngập tràn hạnh phúc khi cô nói "" I love you so """,NaN,True
d0ba714ce7254778a98e5ecac611276d,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,"Nói về mẹ , Mỹ Tâm từng khoe rằng mẹ cô khi xưa là hoa khôi của huyện Thăng Bình , có một vẻ đẹp dịu dàng , “ đến khi lấy chồng , sinh con , mẹ là người tần tảo và chịu khó lại nấu ăn rất ngon nữa . Tâm luôn kính trọng và hướng về mẹ dù ở bất cứ phương nào ” – nữ ca sĩ từng tâm sự .",NaN,True
78900c354536420ea196a5fb67c5178d,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,Mỹ Tâm khóc nức nở khi hát ' Tình mẹ ' trong chương trình Điều ước thứ 7 - Nhạc Việt - ZING.VN,NaN,True
3d4e1f1c31d54aeaa994239253ed2e41,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,"Là khách mời của chương trình , Mỹ Tâm xúc động trước câu chuyện cảm động về tình mẫu tử của mẹ con Nghĩa . Cô hát tặng hai mẹ con ca khúc Tình mẹ .",NaN,True
3604f7f9fbb34e92bb7753b15eb06945,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,"Trong không gian im ắng của buổi sớm mai , từng lời ca nhẹ nhàng của bài hát Tình mẹ do Nhạc sĩ Nguyễn Nhất Huy sáng tác , được cất lên bởi giọng ca truyền cảm của ca sĩ Mỹ Tâm như nói thay nỗi lòng của con . Mẹ ơi ! Con nhớ Mẹ rất nhiều !",NaN,True
c01c80d653124dd0a5910eedc1b9d33a,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,Những chia sẻ xúc động của Mỹ Tâm dành cho mẹ,NaN,True
4b45cfd93996494ba65fd674373520d9,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,Lời bài hát Tình mẹ – Mỹ Tâm do ai sáng tác ?,NaN,True
389165befd914b45853b1987fb1cbe98,Mẹ của Mỹ Tâm,Mẹ của Mỹ Tâm,"Khi bài hát kết thúc , Mỹ Tâm xin lỗi khán giả vì quá xúc động nên không thể hiện ca khúc trọn vẹn . "" Trước đây , mỗi lần hát Tình mẹ tôi đều khóc , lần này tôi càng không thể kìm nén cảm xúc trước hoàn cảnh của mẹ con Nghĩa "" , cô nói .",NaN,True
16aea84d508d48379e0cc18d15224b87,Ai là Thủ tướng Nhật Bản,Ai là Thủ tướng Nhật Bản,"- Thủ tướng Nhật Bản Shinzo Abe đã ăn tối cùng Ivanka Trump , con gái và cũng là cố vấn của Tổng thống Mỹ Donald Trump , tại thủ đô Tokyo trước chuyến thăm của nhà lãnh đạo Mỹ vào ngày mai .",Shinzo Abe,False
51c68001a46a419faa3df77596ab302f,Ai là Thủ tướng Nhật Bản,Ai là Thủ tướng Nhật Bản,"Vào tháng 11 tới đây , Tổng thống Mỹ Donald Trump sẽ có chuyến công du châu Á đầu tiên kể từ khi nhậm chức . Tuy lịch trình dày đặc , nhưng người đứng đầu Nhà Trắng sẽ có buổi chơi golf với Thủ tướng Nhật Bản Shinzo Abe .",Shinzo Abe,False
ae4de67bda324e4fa5319bf1ac7b29d8,Bộ trưởng bộ ngoại giao Việt Nam là ai,Bộ trưởng bộ ngoại giao Việt Nam là ai,Thứ trưởng Bộ Ngoại giao Phạm Bình Minh tuyên thệ nhậm chức Bộ trưởng Bộ Ngoại giao trước Quốc hội Việt Nam ngày 03 tháng 08 năm 2011 .,Phạm Bình Minh,False
a04989a8699342e483e662c598798f98,Bộ trưởng bộ ngoại giao Việt Nam là ai,Bộ trưởng bộ ngoại giao Việt Nam là ai,"Chiều 16/1 , Thứ trưởng Bộ Ngoại giao Lê Hoài Trung đã trao các quyết định của Bộ trưởng Bộ Ngoại giao điều động cán bộ lãnh đạo , quản lý .",Lê Hoài Trung,False
d45fe0af34d944b08b6395eaac2994dd,Bộ trưởng bộ ngoại giao Việt Nam là ai,Bộ trưởng bộ ngoại giao Việt Nam là ai,"Ngày 6/3 , tại Trụ sở Bộ Ngoại giao , Uỷ viên Trung ương Đảng , Thứ trưởng Bộ Ngoại giao Lê Hoài Trung đã trao các quyết định của Bộ trưởng Bộ Ngoại giao về công tác cán bộ .",Lê Hoài Trung,False
d4594ae6d6534eca8ebe6a221bc03fc8,Bộ trưởng bộ ngoại giao Việt Nam là ai,Bộ trưởng bộ ngoại giao Việt Nam là ai,"Sáng ngày 25-2 , Bộ trưởng Bộ TT-TT Nguyễn Mạnh Hùng , Chủ tịch UBND TP Hà Nội Nguyễn Đức Chung , Thứ trưởng Bộ Ngoại giao Lê Hoài Trung sáng 25-2 đã chủ trì cuộc họp báo tại Trung tâm ...",Lê Hoài Trung,False
2b31ee643c474d68ab62cf5a8881897f,Bộ trưởng bộ ngoại giao Việt Nam là ai,Bộ trưởng bộ ngoại giao Việt Nam là ai,Vụ Thông tin Báo chí - Bộ Ngoại giao . “ Tiểu sử Thứ trưởng thường trực Bộ Ngoại giao Phạm Bình Minh ” . Trang Website Bộ Ngoại giao Việt Nam .,Phạm Bình Minh,False
2d44f6a2a6af421ab18f104cf11ad591,Con gái của Thanos,Con gái của Thanos,Thanos hành hạ cả 2 cô con gái nuôi là Nebula và Gamora .,Nebula và Gamora,False
ce1f92bdd2fa4e659a81160f3c1aab46,Con gái của Thanos,Con gái của Thanos,"Lộ phần sau "" Cuộc chiến vô cực "" : Con gái Thanos thành ác nhân , Người Kiến và Chiến Binh Ong giải cứu thế giới ?",NaN,True
216713a29c2e4eb2a17e985822b38ea8,Con gái của Thanos,Con gái của Thanos,Con gái nuôi của Thanos có bỏ mạng sau ‘ Avengers : Infinity War ’ ?,NaN,True
813fee2ff1564d7d94c6b77957947181,Con gái của Thanos,Con gái của Thanos,"Điều đó có nghĩa là Thanos thực sự yêu thương Gamora . Thậm chí việc hắn làm tổn thương cô cũng vì tình yêu đó . Dù yêu Gamora như con gái , hắn vẫn hành hạ cô và cuối cùng sát hại cô .",NaN,True
ccc924630acd44f08d7a418f4bd6c24c,Con gái của Thanos,Con gái của Thanos,"Ép buộc Gamora tới vùng đất chứa hòn đá linh hồn , Thanos quyết định đánh đổi đứa con gái nuôi yêu thương nhất để có được sức mạnh mà mình mong muốn . Mất Gamora , ở trận chiến cuối cùng tại Wakanda , Thanos lại thân thiết gọi Scarlet Witch ( Wanda Maximoff ) là con gái . Rốt cuộc , người cha nuôi vĩ đại này có bao nhiêu người con ?",Scarlet Witch,False
e451c0ed0d314e51a4adc1b8d0045b04,Con gái của Thanos,Con gái của Thanos,"Khi hắn tái sinh , bọn Mad Titan đã đến đòi tàu . Nebula cố gắng chứng minh mối quan hệ với Thanos bằng cách giải thích mình là cháu gái của hắn , một điều chưa bao giờ được chứng thực trong truyện , nhưng Thanos không tin cô . ( Các bộ phim đều xây dựng cô là con gái nuôi của Thanos ) .",NaN,True
db9a9f5755f24df79a08bef3ea9fe94f,Con gái của Thanos,Con gái của Thanos,"Xem Avengers : Infinity War , khán giả biết rằng Gamora là con gái nuôi , người được Thanos cứu sống sau khi thực hiện cuộc cải cách giết chết 1 nửa dân số tại hành tinh nơi cô sinh ra . Tuy nhiên , sau khi biết rõ sự thật , Gamora quyết định phản bội người cha tàn nhẫn này và tìm cách thoát khỏi ông ta .",Gamora,False
0ca41b8c62634f5bbf095f9f5ad775ca,Con gái của Thanos,Con gái của Thanos,"Để giành được nó , Thanos buộc phải đánh đổi một cá nhân mà gã yêu thương nhất . Điều đó dẫn tới hành động quăng cô con gái nuôi Gamora ( Zoe Saldana ) xuống vực ở giữa phim của y .",Gamora,False
